,teams,team 1 pts,team 2 pts,date,location,venue,weather
0,"<title>December 13, 2009 - San Diego Chargers at Dallas Cowboys Game Statistics</title>",20,17,"Date: December 13, 2009 Location: Arlington, TX","Date: December 13, 2009 Location: Arlington, TX",Venue: Cowboys Stadium Attendance: 90552,Weather: Clear Temp: 66 F Humidty: 61% Wind: 7 mph
0,"<title>December 13, 2009 - New Orleans Saints at Atlanta Falcons Game Statistics</title>",26,23,"Date: December 13, 2009 Location: Atlanta  GA","Date: December 13, 2009 Location: Atlanta  GA",Venue: Georgia Dome Attendance: 68930,Weather: Indoors
0,"<title>December 13, 2009 - Detroit Lions at Baltimore Ravens Game Statistics</title>",3,48,"Date: December 13, 2009 Location: Baltimore, MD","Date: December 13, 2009 Location: Baltimore, MD",Venue: M&T Bank Stadium Attendance: 70673,Weather: Rain Temp: 36 F Humidty: 100% Wind: 0 mph
0,"<title>December 13, 2009 - Green Bay Packers at Chicago Bears Game Statistics</title>",21,14,"Date: December 13, 2009 Location: Chicago, IL","Date: December 13, 2009 Location: Chicago, IL",Venue: Soldier Field Attendance: 62214,Weather: Overcast Temp: 36 F Humidty: 85% Wind: 6 mph
0,"<title>December 13, 2009 - Philadelphia Eagles at New York Giants Game Statistics</title>",45,38,"Date: December 13, 2009 Location: East Rutherford, NJ","Date: December 13, 2009 Location: East Rutherford, NJ",Venue: Giants Stadium Attendance: 78780,Weather: Cloudy Temp: 41 F Humidty: 93% Wind: 0 mph
0,"<title>December 13, 2009 - Carolina Panthers at New England Patriots Game Statistics</title>",10,20,"Date: December 13, 2009 Location: Foxborough, MA","Date: December 13, 2009 Location: Foxborough, MA",Venue: Gillette Stadium Attendance: 68756,Weather: Overcast Temp: 40 F Humidty: 55% Wind: 0 mph
0,"<title>December 13, 2009 - Seattle Seahawks at Houston Texans Game Statistics</title>",7,34,"Date: December 13, 2009 Location: Houston, TX","Date: December 13, 2009 Location: Houston, TX",Venue: Reliant Stadium Attendance: 70380,Weather: Mist Temp: 51 F Humidty: 96% Wind: 3 mph
0,"<title>December 13, 2009 - Denver Broncos at Indianapolis Colts Game Statistics</title>",16,28,"Date: December 13, 2009 Location: Indianapolis, IN","Date: December 13, 2009 Location: Indianapolis, IN",Venue: Lucas Oil Stadium Attendance: 67248,Weather: Indoors
0,"<title>December 13, 2009 - Miami Dolphins at Jacksonville Jaguars Game Statistics</title>",14,10,"Date: December 13, 2009 Location: Jacksonville, FL","Date: December 13, 2009 Location: Jacksonville, FL",Venue: Jacksonville Municipal Stadium Attendance: 60457,Weather: Cloudy Temp: 77 F Humidty: 74% Wind: 13 mph
0,"<title>December 13, 2009 - Buffalo Bills at Kansas City Chiefs Game Statistics</title>",16,10,"Date: December 13, 2009 Location: Kansas City, MO","Date: December 13, 2009 Location: Kansas City, MO",Venue: Arrowhead Stadium Attendance: 68668,Weather: Overcast Temp: 44 F Humidty: 76% Wind: 6 mph
0,"<title>December 13, 2009 - Cincinnati Bengals at Minnesota Vikings Game Statistics</title>",10,30,"Date: December 13, 2009 Location: Minneapolis, MN","Date: December 13, 2009 Location: Minneapolis, MN",Venue: Mall of America Field Attendance: 63854,Weather: Indoors
0,"<title>December 13, 2009 - St. Louis Rams at Tennessee Titans Game Statistics</title>",7,47,"Date: December 13, 2009 Location: Nashville, TN","Date: December 13, 2009 Location: Nashville, TN",Venue: LP Field Attendance: 69143,Weather: Overcast Temp: 54 F Humidty: 86% Wind: 0 mph
0,"<title>December 13, 2009 - Washington Redskins at Oakland Raiders Game Statistics</title>",34,13,"Date: December 13, 2009 Location: Oakland, CA","Date: December 13, 2009 Location: Oakland, CA",Venue: Oakland Coliseum Attendance: 44506,Weather: Cloudy Temp: 52 F Humidty: 93% Wind: 9 mph
0,"<title>December 13, 2009 - New York Jets at Tampa Bay Buccaneers Game Statistics</title>",26,3,"Date: December 13, 2009 Location: Tampa, FL","Date: December 13, 2009 Location: Tampa, FL",Venue: Raymond James Stadium Attendance: 62731,Weather: Cloudy Temp: 78 F Humidty: 82% Wind: 3 mph
0,"<title>December 14, 2009 - Arizona Cardinals at San Francisco 49ers Game Statistics</title>",9,24,"Date: December 14, 2009 Location: San Francisco, CA","Date: December 14, 2009 Location: San Francisco, CA",Venue: Candlestick Park Attendance: 69732,Weather: Cloudy Temp: 53 F Humidty: 77% Wind: 0 mph
0,"<title>December 17, 2009 - Indianapolis Colts at Jacksonville Jaguars Game Statistics</title>",35,31,"Date: December 17, 2009 Location: Jacksonville, FL","Date: December 17, 2009 Location: Jacksonville, FL",Venue: Jacksonville Municipal Stadium Attendance: 63753,Weather: Cloudy Temp: 60 F Humidty: 84% Wind: 12 mph
0,"<title>December 19, 2009 - Dallas Cowboys at New Orleans Saints Game Statistics</title>",24,17,"Date: December 19, 2009 Location: New Orleans, LA","Date: December 19, 2009 Location: New Orleans, LA",Venue: Louisiana Superdome Attendance: 70213,Weather: Indoors
0,"<title>December 20, 2009 - Chicago Bears at Baltimore Ravens Game Statistics</title>",7,31,"Date: December 20, 2009 Location: Baltimore, MD","Date: December 20, 2009 Location: Baltimore, MD",Venue: M&T Bank Stadium Attendance: 71011,Weather: Scattered Clouds Temp: 33 F Humidty: 51% Wind: 13 mph
0,"<title>December 20, 2009 - Minnesota Vikings at Carolina Panthers Game Statistics</title>",7,26,"Date: December 20, 2009 Location: Charlotte, NC","Date: December 20, 2009 Location: Charlotte, NC",Venue: Bank of America Stadium Attendance: 73515,Weather: Scattered Clouds Temp: 34 F Humidty: 69% Wind: 5 mph
0,"<title>December 20, 2009 - Oakland Raiders at Denver Broncos Game Statistics</title>",20,19,"Date: December 20, 2009 Location: Denver, CO","Date: December 20, 2009 Location: Denver, CO",Venue: INVESCO Field Attendance: 74502,Weather: Partly Cloudy Temp: 55 F Humidty: 21% Wind: 7 mph
0,"<title>December 20, 2009 - Arizona Cardinals at Detroit Lions Game Statistics</title>",31,24,"Date: December 20, 2009 Location: Detroit, MI","Date: December 20, 2009 Location: Detroit, MI",Venue: Ford Field Attendance: 40577,Weather: Indoors
0,"<title>December 20, 2009 - Atlanta Falcons at New York Jets Game Statistics</title>",10,7,"Date: December 20, 2009 Location: East Rutherford, NJ","Date: December 20, 2009 Location: East Rutherford, NJ",Venue: Giants Stadium Attendance: 76866,Weather: Partly Cloudy Temp: 32 F Humidty: 36% Wind: 16 mph
0,"<title>December 20, 2009 - Cleveland Browns at Kansas City Chiefs Game Statistics</title>",41,34,"Date: December 20, 2009 Location: Kansas City, MO","Date: December 20, 2009 Location: Kansas City, MO",Venue: Arrowhead Stadium Attendance: 53315,Weather: Clear Temp: 42 F Humidty: 57% Wind: 14 mph
0,"<title>December 20, 2009 - Miami Dolphins at Tennessee Titans Game Statistics</title>",24,27,"Date: December 20, 2009 Location: Nashville, TN","Date: December 20, 2009 Location: Nashville, TN",Venue: LP Field Attendance: 69143,Weather: Overcast Temp: 35 F Humidty: 69% Wind: 6 mph
0,"<title>December 20, 2009 - New England Patriots at Buffalo Bills Game Statistics</title>",17,10,"Date: December 20, 2009 Location: Orchard Park, NY","Date: December 20, 2009 Location: Orchard Park, NY",Venue: Ralph Wilson Stadium Attendance: 70000,Weather: Cloudy Temp: 30 F Humidty: 49% Wind: 8 mph
0,"<title>December 20, 2009 - San Francisco 49ers at Philadelphia Eagles Game Statistics</title>",13,27,"Date: December 20, 2009 Location: Philadelphia, PA","Date: December 20, 2009 Location: Philadelphia, PA",Venue: Lincoln Financial Field Attendance: 69144,Weather: Partly Cloudy Temp: 34 F Humidty: 49% Wind: 17 mph
0,"<title>December 20, 2009 - Green Bay Packers at Pittsburgh Steelers Game Statistics</title>",36,37,"Date: December 20, 2009 Location: Pittsburgh, PA","Date: December 20, 2009 Location: Pittsburgh, PA",Venue: Heinz Field Attendance: 57452,Weather: Overcast Temp: 29 F Humidty: 66% Wind: 9 mph
0,"<title>December 20, 2009 - Cincinnati Bengals at San Diego Chargers Game Statistics</title>",24,27,"Date: December 20, 2009 Location: San Diego, CA","Date: December 20, 2009 Location: San Diego, CA",Venue: Qualcomm Stadium Attendance: 68889,Weather: Cloudy Temp: 71 F Humidty: 27% Wind: 6 mph
0,"<title>December 20, 2009 - Tampa Bay Buccaneers at Seattle Seahawks Game Statistics</title>",24,7,"Date: December 20, 2009 Location: Seattle, WA","Date: December 20, 2009 Location: Seattle, WA",Venue: Qwest Field Attendance: 67011,Weather: Cloudy Temp: 55 F Humidty: 80% Wind: 12 mph
0,"<title>December 20, 2009 - Houston Texans at St. Louis Rams Game Statistics</title>",16,13,"Date: December 20, 2009 Location: St. Louis, MO","Date: December 20, 2009 Location: St. Louis, MO",Venue: Edward Jones Dome Attendance: 46256,Weather: Indoors
0,"<title>December 21, 2009 - New York Giants at Washington Redskins Game Statistics</title>",45,12,"Date: December 21, 2009 Location: Landover, MD","Date: December 21, 2009 Location: Landover, MD",Venue: FedExField Attendance: 78359,Weather: Partly Cloudy Temp: 32 F Humidty: 85% Wind: 0 mph
0,"<title>December 25, 2009 - San Diego Chargers at Tennessee Titans Game Statistics</title>",42,17,"Date: December 25, 2009 Location: Nashville, TN","Date: December 25, 2009 Location: Nashville, TN",Venue: LP Field Attendance: 69143,Weather: Scattered Clouds Temp: 33 F Humidty: 69% Wind: 17 mph
0,"<title>December 27, 2009 - Buffalo Bills at Atlanta Falcons Game Statistics</title>",3,31,"Date: December 27, 2009 Location: Atlanta  GA","Date: December 27, 2009 Location: Atlanta  GA",Venue: Georgia Dome Attendance: 68887,Weather: Indoors
0,"<title>December 27, 2009 - Kansas City Chiefs at Cincinnati Bengals Game Statistics</title>",10,17,"Date: December 27, 2009 Location: Cincinnati, OH","Date: December 27, 2009 Location: Cincinnati, OH",Venue: Paul Brown Stadium Attendance: 64333,Weather: Scattered Clouds Temp: 42 F Humidty: 47% Wind: 21 mph
0,"<title>December 27, 2009 - Oakland Raiders at Cleveland Browns Game Statistics</title>",9,23,"Date: December 27, 2009 Location: Cleveland, OH","Date: December 27, 2009 Location: Cleveland, OH",Venue: Cleveland Browns Stadium Attendance: 67964,Weather: Overcast Temp: 32 F Humidty: 82% Wind: 9 mph
0,"<title>December 27, 2009 - Carolina Panthers at New York Giants Game Statistics</title>",41,9,"Date: December 27, 2009 Location: East Rutherford, NJ","Date: December 27, 2009 Location: East Rutherford, NJ",Venue: Giants Stadium Attendance: 78809,Weather: Clear Temp: 50 F Humidty: 39% Wind: 14 mph
0,"<title>December 27, 2009 - Jacksonville Jaguars at New England Patriots Game Statistics</title>",7,35,"Date: December 27, 2009 Location: Foxborough, MA","Date: December 27, 2009 Location: Foxborough, MA",Venue: Gillette Stadium Attendance: 68756,Weather: Overcast Temp: 54 F Humidty: 90% Wind: 10 mph
0,"<title>December 27, 2009 - St. Louis Rams at Arizona Cardinals Game Statistics</title>",10,31,"Date: December 27, 2009 Location: Glendale, AZ","Date: December 27, 2009 Location: Glendale, AZ",Venue: University of Phoenix Stadium Attendance: 62624,Weather: Scattered Clouds Temp: 57 F Humidty: 22% Wind: 6 mph
0,"<title>December 27, 2009 - Seattle Seahawks at Green Bay Packers Game Statistics</title>",10,48,"Date: December 27, 2009 Location: Green Bay, WI","Date: December 27, 2009 Location: Green Bay, WI",Venue: Lambeau Field Attendance: 70429,Weather: Clear Temp: 20 F Humidty: 92% Wind: 5 mph
0,"<title>December 27, 2009 - New York Jets at Indianapolis Colts Game Statistics</title>",29,15,"Date: December 27, 2009 Location: Indianapolis, IN","Date: December 27, 2009 Location: Indianapolis, IN",Venue: Lucas Oil Stadium Attendance: 67222,Weather: Indoors
0,"<title>December 27, 2009 - Dallas Cowboys at Washington Redskins Game Statistics</title>",17,0,"Date: December 27, 2009 Location: Landover, MD","Date: December 27, 2009 Location: Landover, MD",Venue: FedExField Attendance: 88221,Weather: Clear Temp: 37 F Humidty: 82% Wind: 7 mph
0,"<title>December 27, 2009 - Houston Texans at Miami Dolphins Game Statistics</title>",27,20,"Date: December 27, 2009 Location: Miami Gardens, FL","Date: December 27, 2009 Location: Miami Gardens, FL",Venue: Land Shark Stadium Attendance: 65847,Weather: Clear Temp: 76 F Humidty: 60% Wind: 7 mph
0,"<title>December 27, 2009 - Tampa Bay Buccaneers at New Orleans Saints Game Statistics</title>",20,17,"Date: December 27, 2009 Location: New Orleans, LA","Date: December 27, 2009 Location: New Orleans, LA",Venue: Louisiana Superdome Attendance: 70021,Weather: Indoors
0,"<title>December 27, 2009 - Denver Broncos at Philadelphia Eagles Game Statistics</title>",27,30,"Date: December 27, 2009 Location: Philadelphia, PA","Date: December 27, 2009 Location: Philadelphia, PA",Venue: Lincoln Financial Field Attendance: 69144,Weather: Scattered Clouds Temp: 47 F Humidty: 45% Wind: 10 mph
0,"<title>December 27, 2009 - Baltimore Ravens at Pittsburgh Steelers Game Statistics</title>",20,23,"Date: December 27, 2009 Location: Pittsburgh, PA","Date: December 27, 2009 Location: Pittsburgh, PA",Venue: Heinz Field Attendance: 64068,Weather: Partly Cloudy Temp: 40 F Humidty: 48% Wind: 10 mph
0,"<title>December 27, 2009 - Detroit Lions at San Francisco 49ers Game Statistics</title>",6,20,"Date: December 27, 2009 Location: San Francisco, CA","Date: December 27, 2009 Location: San Francisco, CA",Venue: Candlestick Park Attendance: 69732,Weather: Haze Temp: 54 F Humidty: 83% Wind: 7 mph
0,"<title>December 28, 2009 - Minnesota Vikings at Chicago Bears Game Statistics</title>",30,36,"Date: December 28, 2009 Location: Chicago, IL","Date: December 28, 2009 Location: Chicago, IL",Venue: Soldier Field Attendance: 62479,Weather: Scattered Clouds Temp: 24 F Humidty: 60% Wind: 15 mph
0,"<title>January 3, 2010 - Philadelphia Eagles at Dallas Cowboys Game Statistics</title>",0,24,"Date: January 3, 2010 Location: Arlington, TX","Date: January 3, 2010 Location: Arlington, TX",Venue: Cowboys Stadium Attendance: 100621,Weather: Indoors
0,"<title>January 3, 2010 - New Orleans Saints at Carolina Panthers Game Statistics</title>",10,23,"Date: January 3, 2010 Location: Charlotte, NC","Date: January 3, 2010 Location: Charlotte, NC",Venue: Bank of America Stadium Attendance: 73047,Weather: Cloudy Temp: 33 F Humidty: 25% Wind: 12 mph
0,"<title>January 3, 2010 - Jacksonville Jaguars at Cleveland Browns Game Statistics</title>",17,23,"Date: January 3, 2010 Location: Cleveland, OH","Date: January 3, 2010 Location: Cleveland, OH",Venue: Cleveland Browns Stadium Attendance: 66935,Weather: Light Snow Temp: 18 F Humidty: 84% Wind: 24 mph
0,"<title>January 3, 2010 - Kansas City Chiefs at Denver Broncos Game Statistics</title>",44,24,"Date: January 3, 2010 Location: Denver, CO","Date: January 3, 2010 Location: Denver, CO",Venue: INVESCO Field Attendance: 73725,Weather: Overcast Temp: 36 F Humidty: 64% Wind: 7 mph
0,"<title>January 3, 2010 - Chicago Bears at Detroit Lions Game Statistics</title>",37,23,"Date: January 3, 2010 Location: Detroit, MI","Date: January 3, 2010 Location: Detroit, MI",Venue: Ford Field Attendance: 56677,Weather: Indoors
0,"<title>January 3, 2010 - Cincinnati Bengals at New York Jets Game Statistics</title>",0,37,"Date: January 3, 2010 Location: East Rutherford, NJ","Date: January 3, 2010 Location: East Rutherford, NJ",Venue: Giants Stadium Attendance: 79106,Weather: Cloudy Temp: 20 F Humidty: 54% Wind: 20 mph
0,"<title>January 3, 2010 - Green Bay Packers at Arizona Cardinals Game Statistics</title>",33,7,"Date: January 3, 2010 Location: Glendale, AZ","Date: January 3, 2010 Location: Glendale, AZ",Venue: University of Phoenix Stadium Attendance: 67597,Weather: Indoors
0,"<title>January 3, 2010 - New England Patriots at Houston Texans Game Statistics</title>",27,34,"Date: January 3, 2010 Location: Houston, TX","Date: January 3, 2010 Location: Houston, TX",Venue: Reliant Stadium Attendance: 71029,Weather: Overcast Temp: 45 F Humidty: 76% Wind: 7 mph
0,"<title>January 3, 2010 - Pittsburgh Steelers at Miami Dolphins Game Statistics</title>",30,24,"Date: January 3, 2010 Location: Miami Gardens, FL","Date: January 3, 2010 Location: Miami Gardens, FL",Venue: Land Shark Stadium Attendance: 70102,Weather: Clear Temp: 60 F Humidty: 41% Wind: 13 mph
0,"<title>January 3, 2010 - New York Giants at Minnesota Vikings Game Statistics</title>",7,44,"Date: January 3, 2010 Location: Minneapolis, MN","Date: January 3, 2010 Location: Minneapolis, MN",Venue: Mall of America Field Attendance: 63854,Weather: Indoors
0,"<title>January 3, 2010 - Baltimore Ravens at Oakland Raiders Game Statistics</title>",21,13,"Date: January 3, 2010 Location: Oakland, CA","Date: January 3, 2010 Location: Oakland, CA",Venue: Oakland Coliseum Attendance: 38400,Weather: Partly Cloudy Temp: 53 F Humidty: 77% Wind: 5 mph
0,"<title>January 3, 2010 - Indianapolis Colts at Buffalo Bills Game Statistics</title>",7,30,"Date: January 3, 2010 Location: Orchard Park, NY","Date: January 3, 2010 Location: Orchard Park, NY",Venue: Ralph Wilson Stadium Attendance: 69848,Weather: Light Snow Temp: 16 F Humidty: 77% Wind: 15 mph
0,"<title>January 3, 2010 - Washington Redskins at San Diego Chargers Game Statistics</title>",20,23,"Date: January 3, 2010 Location: San Diego, CA","Date: January 3, 2010 Location: San Diego, CA",Venue: Qualcomm Stadium Attendance: 67554,Weather: Clear Temp: 76 F Humidty: 18% Wind: 9 mph
0,"<title>January 3, 2010 - Tennessee Titans at Seattle Seahawks Game Statistics</title>",17,13,"Date: January 3, 2010 Location: Seattle, WA","Date: January 3, 2010 Location: Seattle, WA",Venue: Qwest Field Attendance: 67022,Weather: Cloudy Temp: 48 F Humidty: 77% Wind: 0 mph
0,"<title>January 3, 2010 - San Francisco 49ers at St. Louis Rams Game Statistics</title>",28,6,"Date: January 3, 2010 Location: St. Louis, MO","Date: January 3, 2010 Location: St. Louis, MO",Venue: Edward Jones Dome Attendance: 46965,Weather: Indoors
0,"<title>January 3, 2010 - Atlanta Falcons at Tampa Bay Buccaneers Game Statistics</title>",20,10,"Date: January 3, 2010 Location: Tampa, FL","Date: January 3, 2010 Location: Tampa, FL",Venue: Raymond James Stadium Attendance: 62578,Weather: Overcast Temp: 45 F Humidty: 37% Wind: 8 mph
0,"<title>January 9, 2010 - Wild Card Playoff - Philadelphia Eagles at Dallas Cowboys Game Statistics</title>",14,34,"Date: January 9, 2010 Location: Arlington, TX","Date: January 9, 2010 Location: Arlington, TX",Venue: Cowboys Stadium Attendance: 92951,Weather: Indoors
0,"<title>January 9, 2010 - Wild Card Playoff - New York Jets at Cincinnati Bengals Game Statistics</title>",24,14,"Date: January 9, 2010 Location: Cincinnati, OH","Date: January 9, 2010 Location: Cincinnati, OH",Venue: Paul Brown Stadium Attendance: 63868,Weather: Overcast Temp: 22 F Humidty: 59% Wind: 9 mph
0,"<title>January 10, 2010 - Wild Card Playoff - Baltimore Ravens at New England Patriots Game Statistics</title>",33,14,"Date: January 10, 2010 Location: Foxborough, MA","Date: January 10, 2010 Location: Foxborough, MA",Venue: Gillette Stadium Attendance: 68756,Weather: Clear Temp: 25 F Humidty: 26% Wind: 8 mph
0,"<title>January 10, 2010 - Wild Card Playoff - Green Bay Packers at Arizona Cardinals Game Statistics</title>",45,51,"Date: January 10, 2010 Location: Glendale, AZ","Date: January 10, 2010 Location: Glendale, AZ",Venue: University of Phoenix Stadium Attendance: 61926,Weather: Indoors
0,"<title>January 16, 2010 - Divisional Playoff - Baltimore Ravens at Indianapolis Colts Game Statistics</title>",3,20,"Date: January 16, 2010 Location: Indianapolis, IN","Date: January 16, 2010 Location: Indianapolis, IN",Venue: Lucas Oil Stadium Attendance: 67535,Weather: Indoors
0,"<title>January 16, 2010 - Divisional Playoff - Arizona Cardinals at New Orleans Saints Game Statistics</title>",14,45,"Date: January 16, 2010 Location: New Orleans, LA","Date: January 16, 2010 Location: New Orleans, LA",Venue: Louisiana Superdome Attendance: 70149,Weather: Indoors
0,"<title>January 17, 2010 - Divisional Playoff - Dallas Cowboys at Minnesota Vikings Game Statistics</title>",3,34,"Date: January 17, 2010 Location: Minneapolis, MN","Date: January 17, 2010 Location: Minneapolis, MN",Venue: Mall of America Field Attendance: 63547,Weather: Indoors
0,"<title>January 17, 2010 - Divisional Playoff - New York Jets at San Diego Chargers Game Statistics</title>",17,14,"Date: January 17, 2010 Location: San Diego, CA","Date: January 17, 2010 Location: San Diego, CA",Venue: Qualcomm Stadium Attendance: 69498,Weather: Clear Temp: 60 F Humidty: 69% Wind: 8 mph
0,"<title>January 24, 2010 - AFC Championship - New York Jets at Indianapolis Colts Game Statistics</title>",17,30,"Date: January 24, 2010 Location: Indianapolis, IN","Date: January 24, 2010 Location: Indianapolis, IN",Venue: Lucas Oil Stadium Attendance: 67650,Weather: Indoors
0,"<title>January 24, 2010 - NFC Championship - Minnesota Vikings at New Orleans Saints Game Statistics</title>",28,31,"Date: January 24, 2010 Location: New Orleans, LA","Date: January 24, 2010 Location: New Orleans, LA",Venue: Louisiana Superdome Attendance: 71276,Weather: Indoors
0,"<title>February 7, 2010 - Super Bowl XLIV - New Orleans Saints at Indianapolis Colts Game Statistics</title>",31,17,"Date: February 7, 2010 Location: Miami Gardens, FL","Date: February 7, 2010 Location: Miami Gardens, FL",Venue: Sun Life Stadium Attendance: 74059,Weather: Clear Temp: 57 F Humidty: 59% Wind: 6 mph
